shipment_id,delivery_id,claim_id,ship_date,delivery_date,calculated_delay,stock_level,reorder_threshold,reorder_flag,claim_date,resolved_date,claim_age,reason,amount_claimed,claim_status
S00405,D00404,C00129,2025-04-18,2025-04-24,6,519.0,157.0,False,2025-05-25,2025-06-09,15.0,Incorrect Delivery,236.2,Rejected
S00405,D00404,C00129,2025-04-18,2025-04-24,6,208.0,178.0,False,2025-05-25,2025-06-09,15.0,Incorrect Delivery,236.2,Rejected
S00406,D00405,,2025-04-01,2025-04-03,2,710.0,124.0,False,,,,,,
S00406,D00405,,2025-04-01,2025-04-03,2,310.0,141.0,False,,,,,,
S00407,D00406,,2025-03-13,2025-03-23,10,130.0,158.0,True,,,,,,
S00408,D00407,C00015,2025-04-03,2025-04-07,4,60.0,293.0,True,2025-06-02,2025-06-07,5.0,Damage,669.96,Rejected
S00408,D00407,C00015,2025-04-03,2025-04-07,4,542.0,205.0,False,2025-06-02,2025-06-07,5.0,Damage,669.96,Rejected
S00409,D00408,,2025-03-19,2025-03-23,4,,,False,,,,,,
S00410,D00409,,2025-05-22,2025-05-28,6,391.0,195.0,False,,,,,,
S00411,D00410,,2025-07-22,2025-07-28,6,,,False,,,,,,
S00412,D00411,,2025-03-22,2025-03-30,8,289.0,182.0,False,,,,,,
S00413,D00412,C00266,2025-03-31,2025-04-07,7,824.0,176.0,False,2025-04-14,2025-04-20,6.0,Delay,492.17,Pending
S00414,D00413,,2025-06-27,2025-07-06,9,194.0,153.0,False,,,,,,
S00415,D00414,,2025-07-31,2025-08-05,5,,,False,,,,,,
S00416,D00415,,2025-05-19,2025-05-28,9,194.0,242.0,True,,,,,,
S00416,D00415,,2025-05-19,2025-05-28,9,58.0,128.0,True,,,,,,
S00417,D00416,,2025-06-13,2025-06-16,3,404.0,109.0,False,,,,,,
S00418,D00417,,2025-07-24,2025-08-01,8,606.0,139.0,False,,,,,,
S00418,D00417,,2025-07-24,2025-08-01,8,181.0,195.0,True,,,,,,
S00419,D00418,,2025-06-24,2025-06-30,6,335.0,180.0,False,,,,,,
S00419,D00418,,2025-06-24,2025-06-30,6,181.0,134.0,False,,,,,,
S00420,D00419,C00017,2025-05-03,2025-05-12,9,824.0,176.0,False,2025-08-10,2025-08-12,2.0,Incorrect Delivery,777.39,Pending
S00421,D00420,C00158,2025-06-06,2025-06-12,6,283.0,214.0,False,2025-06-08,2025-06-17,9.0,Delay,190.01,Rejected
S00422,D00421,,2025-05-21,2025-05-23,2,,,False,,,,,,
S00423,D00422,C00043,2025-05-23,2025-06-01,9,,,False,2025-06-22,2025-07-09,17.0,Delay,216.99,Approved
S00424,D00423,C00291,2025-05-20,2025-05-23,3,908.0,241.0,False,2025-04-13,2025-04-25,12.0,Delay,878.68,Approved
S00424,D00423,C00291,2025-05-20,2025-05-23,3,646.0,224.0,False,2025-04-13,2025-04-25,12.0,Delay,878.68,Approved
S00424,D00423,C00291,2025-05-20,2025-05-23,3,331.0,157.0,False,2025-04-13,2025-04-25,12.0,Delay,878.68,Approved
S00424,D00423,C00293,2025-05-20,2025-05-23,3,908.0,241.0,False,2025-08-29,2025-09-15,17.0,Damage,963.4,Rejected
S00424,D00423,C00293,2025-05-20,2025-05-23,3,646.0,224.0,False,2025-08-29,2025-09-15,17.0,Damage,963.4,Rejected
S00424,D00423,C00293,2025-05-20,2025-05-23,3,331.0,157.0,False,2025-08-29,2025-09-15,17.0,Damage,963.4,Rejected
S00425,D00424,,2025-07-16,2025-07-23,7,,,False,,,,,,
S00426,D00425,,2025-08-06,2025-08-15,9,26.0,298.0,True,,,,,,
S00427,D00426,,2025-05-29,2025-06-01,3,,,False,,,,,,
S00428,D00427,,2025-07-16,2025-07-22,6,210.0,276.0,True,,,,,,
S00429,D00428,,2025-04-14,2025-04-19,5,403.0,236.0,False,,,,,,
S00429,D00428,,2025-04-14,2025-04-19,5,285.0,181.0,False,,,,,,
S00430,D00429,,2025-03-30,2025-04-07,8,100.0,237.0,True,,,,,,
S00430,D00429,,2025-03-30,2025-04-07,8,332.0,203.0,False,,,,,,
S00430,D00429,,2025-03-30,2025-04-07,8,617.0,286.0,False,,,,,,
S00431,D00430,,2025-07-16,2025-07-19,3,470.0,283.0,False,,,,,,
S00431,D00430,,2025-07-16,2025-07-19,3,464.0,235.0,False,,,,,,
S00432,D00431,,2025-04-29,2025-05-08,9,215.0,192.0,False,,,,,,
S00433,D00432,C00148,2025-03-13,2025-03-16,3,357.0,157.0,False,2025-06-26,2025-07-09,13.0,Delay,728.99,Rejected
S00433,D00432,C00148,2025-03-13,2025-03-16,3,740.0,103.0,False,2025-06-26,2025-07-09,13.0,Delay,728.99,Rejected
S00433,D00432,C00244,2025-03-13,2025-03-16,3,357.0,157.0,False,2025-08-24,2025-09-06,13.0,Lost Package,182.82,Pending
S00433,D00432,C00244,2025-03-13,2025-03-16,3,740.0,103.0,False,2025-08-24,2025-09-06,13.0,Lost Package,182.82,Pending
S00434,D00433,,2025-03-26,2025-03-31,5,749.0,204.0,False,,,,,,
S00435,D00434,,2025-05-20,2025-05-27,7,,,False,,,,,,
S00436,D00435,C00074,2025-07-08,2025-07-12,4,286.0,255.0,False,2025-08-21,2025-09-09,19.0,Damage,379.54,Approved
S00436,D00435,C00074,2025-07-08,2025-07-12,4,335.0,246.0,False,2025-08-21,2025-09-09,19.0,Damage,379.54,Approved
S00436,D00435,C00074,2025-07-08,2025-07-12,4,599.0,226.0,False,2025-08-21,2025-09-09,19.0,Damage,379.54,Approved
S00436,D00435,C00074,2025-07-08,2025-07-12,4,228.0,262.0,True,2025-08-21,2025-09-09,19.0,Damage,379.54,Approved
S00436,D00435,C00216,2025-07-08,2025-07-12,4,286.0,255.0,False,2025-06-26,2025-07-16,20.0,Delay,896.32,Rejected
S00436,D00435,C00216,2025-07-08,2025-07-12,4,335.0,246.0,False,2025-06-26,2025-07-16,20.0,Delay,896.32,Rejected
S00436,D00435,C00216,2025-07-08,2025-07-12,4,599.0,226.0,False,2025-06-26,2025-07-16,20.0,Delay,896.32,Rejected
S00436,D00435,C00216,2025-07-08,2025-07-12,4,228.0,262.0,True,2025-06-26,2025-07-16,20.0,Delay,896.32,Rejected
S00437,D00436,,2025-05-09,2025-05-13,4,458.0,204.0,False,,,,,,
S00437,D00436,,2025-05-09,2025-05-13,4,280.0,243.0,False,,,,,,
S00437,D00436,,2025-05-09,2025-05-13,4,487.0,220.0,False,,,,,,
S00438,D00437,,2025-03-30,2025-04-05,6,632.0,203.0,False,,,,,,
S00438,D00437,,2025-03-30,2025-04-05,6,688.0,281.0,False,,,,,,
S00439,D00438,,2025-04-17,2025-04-26,9,54.0,197.0,True,,,,,,
S00439,D00438,,2025-04-17,2025-04-26,9,341.0,286.0,False,,,,,,
S00440,D00439,C00139,2025-04-14,2025-04-16,2,383.0,196.0,False,2025-09-06,2025-09-16,10.0,Lost Package,685.26,Pending
S00440,D00439,C00139,2025-04-14,2025-04-16,2,485.0,267.0,False,2025-09-06,2025-09-16,10.0,Lost Package,685.26,Pending
S00440,D00439,C00255,2025-04-14,2025-04-16,2,383.0,196.0,False,2025-08-30,2025-09-18,19.0,Delay,426.72,Pending
S00440,D00439,C00255,2025-04-14,2025-04-16,2,485.0,267.0,False,2025-08-30,2025-09-18,19.0,Delay,426.72,Pending
S00441,D00440,,2025-05-19,2025-05-21,2,983.0,225.0,False,,,,,,
S00441,D00440,,2025-05-19,2025-05-21,2,531.0,226.0,False,,,,,,
S00442,D00441,C00023,2025-03-31,2025-04-02,2,292.0,182.0,False,2025-08-25,2025-08-26,1.0,Incorrect Delivery,403.58,Rejected
S00442,D00441,C00023,2025-03-31,2025-04-02,2,416.0,281.0,False,2025-08-25,2025-08-26,1.0,Incorrect Delivery,403.58,Rejected
S00443,D00442,,2025-05-27,2025-06-01,5,,,False,,,,,,
S00444,D00443,,2025-07-05,2025-07-14,9,160.0,117.0,False,,,,,,
S00445,D00444,,2025-06-25,2025-07-02,7,,,False,,,,,,
S00446,D00445,C00271,2025-08-06,2025-08-09,3,15.0,142.0,True,2025-04-29,2025-05-04,5.0,Delay,102.6,Rejected
S00446,D00445,C00271,2025-08-06,2025-08-09,3,302.0,128.0,False,2025-04-29,2025-05-04,5.0,Delay,102.6,Rejected
S00447,D00446,,2025-07-07,2025-07-12,5,,,False,,,,,,
S00448,D00447,C00089,2025-05-22,2025-05-27,5,43.0,110.0,True,2025-06-05,2025-06-22,17.0,Delay,289.84,Rejected
S00449,D00448,C00003,2025-06-05,2025-06-13,8,,,False,2025-08-17,2025-08-29,12.0,Lost Package,715.24,Rejected
S00449,D00448,C00299,2025-06-05,2025-06-13,8,,,False,2025-05-01,2025-05-12,11.0,Lost Package,571.62,Pending
S00450,D00449,,2025-05-05,2025-05-12,7,894.0,284.0,False,,,,,,
S00450,D00449,,2025-05-05,2025-05-12,7,942.0,113.0,False,,,,,,
S00451,D00450,,2025-03-12,2025-03-15,3,802.0,169.0,False,,,,,,
S00452,D00451,C00207,2025-05-11,2025-05-18,7,798.0,132.0,False,2025-08-30,2025-09-02,3.0,Incorrect Delivery,554.64,Rejected
S00452,D00451,C00207,2025-05-11,2025-05-18,7,904.0,230.0,False,2025-08-30,2025-09-02,3.0,Incorrect Delivery,554.64,Rejected
S00453,D00452,,2025-06-26,2025-06-30,4,598.0,272.0,False,,,,,,
S00454,D00453,C00042,2025-05-19,2025-05-29,10,283.0,214.0,False,2025-08-01,2025-08-02,1.0,Damage,488.1,Rejected
S00455,D00454,C00183,2025-07-02,2025-07-08,6,232.0,217.0,False,2025-06-17,2025-07-02,15.0,Damage,937.89,Approved
S00456,D00455,,2025-05-08,2025-05-16,8,338.0,118.0,False,,,,,,
S00457,D00456,C00091,2025-07-31,2025-08-06,6,322.0,291.0,False,2025-07-13,2025-07-19,6.0,Damage,160.3,Approved
S00458,D00457,,2025-04-13,2025-04-17,4,576.0,247.0,False,,,,,,
S00459,D00458,C00058,2025-03-29,2025-04-01,3,,,False,2025-04-27,2025-05-01,4.0,Damage,233.32,Pending
S00460,D00459,,2025-05-24,2025-06-03,10,50.0,214.0,True,,,,,,
S00461,D00460,C00268,2025-05-17,2025-05-25,8,312.0,221.0,False,2025-06-02,2025-06-14,12.0,Damage,830.05,Approved
S00462,D00461,C00197,2025-08-07,2025-08-12,5,,,False,2025-06-25,2025-07-02,7.0,Incorrect Delivery,911.05,Approved
S00463,D00462,,2025-07-05,2025-07-10,5,910.0,253.0,False,,,,,,
S00464,D00463,,2025-03-21,2025-03-31,10,754.0,108.0,False,,,,,,
S00465,D00464,,2025-06-23,2025-07-02,9,78.0,119.0,True,,,,,,
S00466,D00465,C00256,2025-04-22,2025-04-30,8,172.0,107.0,False,2025-08-02,2025-08-10,8.0,Incorrect Delivery,121.04,Rejected
S00467,D00466,,2025-05-26,2025-06-04,9,383.0,196.0,False,,,,,,
S00467,D00466,,2025-05-26,2025-06-04,9,485.0,267.0,False,,,,,,
S00468,D00467,,2025-06-17,2025-06-27,10,884.0,132.0,False,,,,,,
S00469,D00468,C00240,2025-04-08,2025-04-17,9,,,False,2025-04-24,2025-05-06,12.0,Incorrect Delivery,924.4,Pending
S00470,D00469,,2025-06-29,2025-07-01,2,,,False,,,,,,
S00471,D00470,,2025-05-27,2025-06-01,5,,,False,,,,,,
S00472,D00471,,2025-08-05,2025-08-09,4,659.0,178.0,False,,,,,,
S00473,D00472,C00052,2025-06-13,2025-06-16,3,,,False,2025-08-30,2025-09-17,18.0,Incorrect Delivery,102.46,Pending
S00474,D00473,,2025-06-27,2025-06-29,2,,,False,,,,,,
S00475,D00474,,2025-08-08,2025-08-17,9,763.0,160.0,False,,,,,,
S00475,D00474,,2025-08-08,2025-08-17,9,723.0,162.0,False,,,,,,
S00476,D00475,,2025-03-28,2025-04-04,7,,,False,,,,,,
S00477,D00476,,2025-05-17,2025-05-22,5,668.0,107.0,False,,,,,,
S00477,D00476,,2025-05-17,2025-05-22,5,94.0,225.0,True,,,,,,
S00478,D00477,,2025-07-16,2025-07-22,6,407.0,224.0,False,,,,,,
S00478,D00477,,2025-07-16,2025-07-22,6,186.0,201.0,True,,,,,,
S00479,D00478,,2025-07-08,2025-07-14,6,,,False,,,,,,
S00480,D00479,C00298,2025-03-19,2025-03-21,2,735.0,111.0,False,2025-08-26,2025-09-07,12.0,Lost Package,292.0,Rejected
S00481,D00480,,2025-04-10,2025-04-16,6,298.0,292.0,False,,,,,,
S00482,D00481,,2025-07-09,2025-07-14,5,,,False,,,,,,
S00483,D00482,,2025-05-05,2025-05-11,6,351.0,187.0,False,,,,,,
S00484,D00483,,2025-05-09,2025-05-17,8,,,False,,,,,,
S00485,D00484,,2025-04-20,2025-04-29,9,,,False,,,,,,
S00486,D00485,,2025-08-03,2025-08-11,8,,,False,,,,,,
S00487,D00486,,2025-07-23,2025-08-01,9,,,False,,,,,,
S00488,D00487,,2025-03-19,2025-03-28,9,602.0,171.0,False,,,,,,
S00489,D00488,,2025-04-18,2025-04-25,7,191.0,182.0,False,,,,,,
S00490,D00489,,2025-03-23,2025-03-28,5,,,False,,,,,,
S00491,D00490,,2025-03-31,2025-04-07,7,209.0,240.0,True,,,,,,
S00491,D00490,,2025-03-31,2025-04-07,7,790.0,297.0,False,,,,,,
S00491,D00490,,2025-03-31,2025-04-07,7,898.0,212.0,False,,,,,,
S00492,D00491,C00088,2025-04-24,2025-04-26,2,130.0,158.0,True,2025-05-25,2025-06-05,11.0,Lost Package,323.42,Pending
S00493,D00492,C00181,2025-05-11,2025-05-16,5,267.0,151.0,False,2025-08-24,2025-08-31,7.0,Incorrect Delivery,992.47,Pending
S00493,D00492,C00181,2025-05-11,2025-05-16,5,252.0,153.0,False,2025-08-24,2025-08-31,7.0,Incorrect Delivery,992.47,Pending
S00494,D00493,,2025-03-28,2025-04-07,10,41.0,159.0,True,,,,,,
S00495,D00494,,2025-06-07,2025-06-09,2,,,False,,,,,,
S00496,D00495,,2025-05-09,2025-05-17,8,891.0,261.0,False,,,,,,
S00497,D00496,,2025-03-14,2025-03-24,10,328.0,260.0,False,,,,,,
S00498,D00497,,2025-07-10,2025-07-19,9,767.0,177.0,False,,,,,,
S00498,D00497,,2025-07-10,2025-07-19,9,74.0,150.0,True,,,,,,
S00499,D00498,C00263,2025-05-03,2025-05-13,10,671.0,138.0,False,2025-07-01,2025-07-06,5.0,Incorrect Delivery,361.71,Pending
S00500,D00499,C00264,2025-03-16,2025-03-25,9,,,False,2025-07-18,2025-07-21,3.0,Lost Package,446.59,Pending
S00501,D00500,,2025-05-26,2025-06-01,6,,,False,,,,,,
S00502,D00501,C00199,2025-06-20,2025-06-23,3,859.0,113.0,False,2025-05-24,2025-06-11,18.0,Delay,127.63,Rejected
S00502,D00501,C00199,2025-06-20,2025-06-23,3,669.0,270.0,False,2025-05-24,2025-06-11,18.0,Delay,127.63,Rejected
S00502,D00501,C00199,2025-06-20,2025-06-23,3,679.0,124.0,False,2025-05-24,2025-06-11,18.0,Delay,127.63,Rejected
S00503,D00502,,2025-04-09,2025-04-13,4,705.0,244.0,False,,,,,,
S00503,D00502,,2025-04-09,2025-04-13,4,718.0,126.0,False,,,,,,
S00503,D00502,,2025-04-09,2025-04-13,4,393.0,178.0,False,,,,,,
S00503,D00502,,2025-04-09,2025-04-13,4,565.0,222.0,False,,,,,,
S00504,D00503,,2025-06-06,2025-06-10,4,,,False,,,,,,
S00505,D00504,,2025-07-01,2025-07-09,8,34.0,135.0,True,,,,,,
S00506,D00505,,2025-07-22,2025-07-30,8,,,False,,,,,,
S00507,D00506,,2025-08-07,2025-08-13,6,378.0,272.0,False,,,,,,
S00507,D00506,,2025-08-07,2025-08-13,6,427.0,143.0,False,,,,,,
S00508,D00507,C00138,2025-04-10,2025-04-16,6,923.0,264.0,False,2025-07-28,2025-08-01,4.0,Delay,335.96,Rejected
S00509,D00508,,2025-07-28,2025-07-31,3,558.0,115.0,False,,,,,,
S00510,D00509,,2025-07-30,2025-08-06,7,469.0,110.0,False,,,,,,
S00511,D00510,,2025-05-29,2025-05-31,2,,,False,,,,,,
S00512,D00511,C00225,2025-04-09,2025-04-16,7,137.0,287.0,True,2025-09-06,2025-09-25,19.0,Damage,452.71,Pending
S00513,D00512,,2025-03-16,2025-03-20,4,517.0,137.0,False,,,,,,
S00513,D00512,,2025-03-16,2025-03-20,4,58.0,263.0,True,,,,,,
S00513,D00512,,2025-03-16,2025-03-20,4,972.0,106.0,False,,,,,,
S00514,D00513,C00081,2025-07-04,2025-07-12,8,602.0,207.0,False,2025-08-11,2025-08-31,20.0,Damage,827.05,Approved
S00514,D00513,C00081,2025-07-04,2025-07-12,8,291.0,141.0,False,2025-08-11,2025-08-31,20.0,Damage,827.05,Approved
S00515,D00514,,2025-05-19,2025-05-22,3,698.0,232.0,False,,,,,,
S00515,D00514,,2025-05-19,2025-05-22,3,330.0,102.0,False,,,,,,
S00515,D00514,,2025-05-19,2025-05-22,3,633.0,278.0,False,,,,,,
S00515,D00514,,2025-05-19,2025-05-22,3,650.0,251.0,False,,,,,,
S00516,D00515,C00100,2025-06-16,2025-06-20,4,291.0,209.0,False,2025-04-28,2025-04-29,1.0,Lost Package,935.02,Rejected
S00516,D00515,C00100,2025-06-16,2025-06-20,4,182.0,167.0,False,2025-04-28,2025-04-29,1.0,Lost Package,935.02,Rejected
S00516,D00515,C00100,2025-06-16,2025-06-20,4,50.0,202.0,True,2025-04-28,2025-04-29,1.0,Lost Package,935.02,Rejected
S00516,D00515,C00100,2025-06-16,2025-06-20,4,143.0,202.0,True,2025-04-28,2025-04-29,1.0,Lost Package,935.02,Rejected
S00516,D00515,C00191,2025-06-16,2025-06-20,4,291.0,209.0,False,2025-05-20,2025-05-29,9.0,Lost Package,890.78,Approved
S00516,D00515,C00191,2025-06-16,2025-06-20,4,182.0,167.0,False,2025-05-20,2025-05-29,9.0,Lost Package,890.78,Approved
S00516,D00515,C00191,2025-06-16,2025-06-20,4,50.0,202.0,True,2025-05-20,2025-05-29,9.0,Lost Package,890.78,Approved
S00516,D00515,C00191,2025-06-16,2025-06-20,4,143.0,202.0,True,2025-05-20,2025-05-29,9.0,Lost Package,890.78,Approved
S00517,D00516,,2025-04-15,2025-04-20,5,,,False,,,,,,
S00518,D00517,,2025-04-11,2025-04-14,3,130.0,258.0,True,,,,,,
S00518,D00517,,2025-04-11,2025-04-14,3,697.0,278.0,False,,,,,,
S00519,D00518,,2025-08-06,2025-08-13,7,177.0,262.0,True,,,,,,
S00520,D00519,,2025-08-02,2025-08-12,10,216.0,177.0,False,,,,,,
S00521,D00520,,2025-04-14,2025-04-22,8,,,False,,,,,,
S00522,D00521,,2025-07-22,2025-07-30,8,278.0,291.0,True,,,,,,
S00523,D00522,,2025-06-02,2025-06-09,7,,,False,,,,,,
S00524,D00523,,2025-07-28,2025-07-31,3,729.0,175.0,False,,,,,,
S00525,D00524,,2025-07-04,2025-07-08,4,,,False,,,,,,
S00526,D00525,C00098,2025-03-19,2025-03-21,2,407.0,222.0,False,2025-07-12,2025-07-15,3.0,Incorrect Delivery,910.75,Pending
S00527,D00526,,2025-07-31,2025-08-10,10,77.0,244.0,True,,,,,,
S00527,D00526,,2025-07-31,2025-08-10,10,834.0,175.0,False,,,,,,
S00528,D00527,,2025-04-16,2025-04-22,6,618.0,130.0,False,,,,,,
S00529,D00528,,2025-08-08,2025-08-10,2,655.0,139.0,False,,,,,,
S00530,D00529,C00146,2025-05-07,2025-05-17,10,289.0,182.0,False,2025-07-04,2025-07-24,20.0,Damage,808.55,Approved
S00531,D00530,,2025-06-09,2025-06-17,8,,,False,,,,,,
S00532,D00531,,2025-04-01,2025-04-03,2,,,False,,,,,,
S00533,D00532,C00278,2025-07-24,2025-07-31,7,57.0,265.0,True,2025-07-02,2025-07-17,15.0,Delay,244.83,Approved
S00534,D00533,,2025-06-06,2025-06-08,2,594.0,177.0,False,,,,,,
S00534,D00533,,2025-06-06,2025-06-08,2,303.0,130.0,False,,,,,,
S00534,D00533,,2025-06-06,2025-06-08,2,684.0,116.0,False,,,,,,
S00535,D00534,,2025-06-07,2025-06-12,5,405.0,155.0,False,,,,,,
S00536,D00535,,2025-07-28,2025-07-30,2,567.0,151.0,False,,,,,,
S00537,D00536,,2025-07-12,2025-07-19,7,,,False,,,,,,
S00538,D00537,,2025-07-30,2025-08-09,10,,,False,,,,,,
S00539,D00538,,2025-03-19,2025-03-22,3,510.0,217.0,False,,,,,,
S00539,D00538,,2025-03-19,2025-03-22,3,987.0,237.0,False,,,,,,
S00540,D00539,,2025-07-17,2025-07-24,7,594.0,177.0,False,,,,,,
S00540,D00539,,2025-07-17,2025-07-24,7,303.0,130.0,False,,,,,,
S00540,D00539,,2025-07-17,2025-07-24,7,684.0,116.0,False,,,,,,
S00541,D00540,,2025-04-14,2025-04-17,3,84.0,290.0,True,,,,,,
S00542,D00541,C00083,2025-05-06,2025-05-08,2,335.0,180.0,False,2025-07-13,2025-07-16,3.0,Incorrect Delivery,674.99,Rejected
S00542,D00541,C00083,2025-05-06,2025-05-08,2,181.0,134.0,False,2025-07-13,2025-07-16,3.0,Incorrect Delivery,674.99,Rejected
S00543,D00542,,2025-04-19,2025-04-28,9,,,False,,,,,,
S00544,D00543,,2025-06-08,2025-06-12,4,,,False,,,,,,
S00545,D00544,,2025-03-12,2025-03-16,4,589.0,297.0,False,,,,,,
S00546,D00545,,2025-07-17,2025-07-26,9,335.0,180.0,False,,,,,,
S00546,D00545,,2025-07-17,2025-07-26,9,181.0,134.0,False,,,,,,
S00547,D00546,C00179,2025-03-26,2025-04-04,9,,,False,2025-04-27,2025-05-15,18.0,Incorrect Delivery,994.04,Pending
S00548,D00547,,2025-07-09,2025-07-19,10,825.0,262.0,False,,,,,,
S00549,D00548,,2025-03-21,2025-03-23,2,974.0,282.0,False,,,,,,
S00550,D00549,,2025-07-18,2025-07-23,5,,,False,,,,,,
S00551,D00550,,2025-03-20,2025-03-29,9,,,False,,,,,,
S00552,D00551,,2025-07-19,2025-07-21,2,57.0,265.0,True,,,,,,
S00553,D00552,,2025-06-28,2025-07-05,7,478.0,250.0,False,,,,,,
S00554,D00553,C00221,2025-05-19,2025-05-29,10,704.0,167.0,False,2025-06-07,2025-06-16,9.0,Incorrect Delivery,739.43,Pending
S00554,D00553,C00221,2025-05-19,2025-05-29,10,843.0,205.0,False,2025-06-07,2025-06-16,9.0,Incorrect Delivery,739.43,Pending
S00555,D00554,C00247,2025-05-21,2025-05-26,5,,,False,2025-06-29,2025-07-18,19.0,Lost Package,190.51,Rejected
S00556,D00555,C00126,2025-06-25,2025-07-05,10,,,False,2025-08-04,2025-08-12,8.0,Delay,100.31,Rejected
S00557,D00556,,2025-07-23,2025-07-31,8,,,False,,,,,,
S00558,D00557,,2025-06-20,2025-06-23,3,106.0,182.0,True,,,,,,
S00558,D00557,,2025-06-20,2025-06-23,3,326.0,142.0,False,,,,,,
S00559,D00558,,2025-03-22,2025-03-26,4,,,False,,,,,,
S00560,D00559,C00121,2025-03-28,2025-04-07,10,,,False,2025-08-24,2025-09-07,14.0,Delay,748.32,Rejected
S00561,D00560,C00233,2025-06-01,2025-06-10,9,758.0,186.0,False,2025-06-22,2025-07-04,12.0,Damage,836.05,Pending
S00562,D00561,,2025-07-10,2025-07-18,8,302.0,166.0,False,,,,,,
S00562,D00561,,2025-07-10,2025-07-18,8,483.0,282.0,False,,,,,,
S00563,D00562,C00036,2025-06-15,2025-06-24,9,233.0,107.0,False,2025-04-16,2025-04-26,10.0,Lost Package,585.68,Approved
S00564,D00563,,2025-07-07,2025-07-10,3,341.0,150.0,False,,,,,,
S00565,D00564,,2025-04-17,2025-04-26,9,806.0,131.0,False,,,,,,
S00566,D00565,,2025-08-01,2025-08-05,4,,,False,,,,,,
S00567,D00566,C00260,2025-05-30,2025-06-02,3,664.0,120.0,False,2025-06-09,2025-06-21,12.0,Damage,784.95,Rejected
S00567,D00566,C00260,2025-05-30,2025-06-02,3,427.0,101.0,False,2025-06-09,2025-06-21,12.0,Damage,784.95,Rejected
S00568,D00567,C00055,2025-06-27,2025-07-07,10,508.0,172.0,False,2025-05-05,2025-05-14,9.0,Delay,190.34,Approved
S00568,D00567,C00055,2025-06-27,2025-07-07,10,273.0,121.0,False,2025-05-05,2025-05-14,9.0,Delay,190.34,Approved
S00568,D00567,C00055,2025-06-27,2025-07-07,10,199.0,163.0,False,2025-05-05,2025-05-14,9.0,Delay,190.34,Approved
S00569,D00568,,2025-07-22,2025-07-28,6,,,False,,,,,,
S00570,D00569,C00136,2025-05-09,2025-05-18,9,,,False,2025-06-28,2025-06-29,1.0,Damage,460.55,Rejected
S00571,D00570,,2025-08-06,2025-08-11,5,,,False,,,,,,
S00572,D00571,C00117,2025-05-26,2025-06-02,7,558.0,227.0,False,2025-05-02,2025-05-14,12.0,Delay,399.98,Approved
S00572,D00571,C00117,2025-05-26,2025-06-02,7,289.0,247.0,False,2025-05-02,2025-05-14,12.0,Delay,399.98,Approved
S00572,D00571,C00253,2025-05-26,2025-06-02,7,558.0,227.0,False,2025-05-09,2025-05-25,16.0,Damage,525.23,Rejected
S00572,D00571,C00253,2025-05-26,2025-06-02,7,289.0,247.0,False,2025-05-09,2025-05-25,16.0,Damage,525.23,Rejected
S00573,D00572,,2025-05-15,2025-05-22,7,,,False,,,,,,
S00574,D00573,C00111,2025-07-14,2025-07-17,3,703.0,160.0,False,2025-07-01,2025-07-20,19.0,Delay,517.02,Approved
S00574,D00573,C00111,2025-07-14,2025-07-17,3,518.0,263.0,False,2025-07-01,2025-07-20,19.0,Delay,517.02,Approved
S00575,D00574,C00068,2025-06-08,2025-06-16,8,952.0,218.0,False,2025-08-06,2025-08-13,7.0,Damage,400.39,Rejected
S00576,D00575,,2025-08-02,2025-08-08,6,237.0,214.0,False,,,,,,
S00576,D00575,,2025-08-02,2025-08-08,6,334.0,172.0,False,,,,,,
S00577,D00576,,2025-07-29,2025-08-05,7,137.0,287.0,True,,,,,,
S00578,D00577,,2025-04-20,2025-04-25,5,,,False,,,,,,
S00579,D00578,C00065,2025-03-23,2025-03-25,2,,,False,2025-04-23,2025-05-10,17.0,Incorrect Delivery,263.55,Rejected
S00579,D00578,C00251,2025-03-23,2025-03-25,2,,,False,2025-07-24,2025-08-08,15.0,Incorrect Delivery,243.38,Rejected
S00580,D00579,,2025-05-15,2025-05-24,9,123.0,242.0,True,,,,,,
S00580,D00579,,2025-05-15,2025-05-24,9,657.0,148.0,False,,,,,,
S00580,D00579,,2025-05-15,2025-05-24,9,732.0,277.0,False,,,,,,
S00581,D00580,C00150,2025-06-29,2025-07-03,4,127.0,178.0,True,2025-04-20,2025-05-01,11.0,Lost Package,719.82,Pending
S00581,D00580,C00150,2025-06-29,2025-07-03,4,131.0,232.0,True,2025-04-20,2025-05-01,11.0,Lost Package,719.82,Pending
S00582,D00581,C00224,2025-08-09,2025-08-17,8,973.0,259.0,False,2025-08-10,2025-08-28,18.0,Damage,235.85,Pending
S00583,D00582,,2025-07-26,2025-08-05,10,191.0,182.0,False,,,,,,
S00584,D00583,,2025-04-26,2025-05-02,6,,,False,,,,,,
S00585,D00584,C00104,2025-04-21,2025-04-29,8,,,False,2025-09-05,2025-09-20,15.0,Incorrect Delivery,975.27,Approved
S00586,D00585,,2025-03-18,2025-03-21,3,,,False,,,,,,
S00587,D00586,,2025-03-15,2025-03-19,4,199.0,247.0,True,,,,,,
S00587,D00586,,2025-03-15,2025-03-19,4,972.0,110.0,False,,,,,,
S00588,D00587,C00079,2025-04-16,2025-04-22,6,274.0,276.0,True,2025-08-01,2025-08-04,3.0,Damage,383.54,Rejected
S00589,D00588,,2025-05-10,2025-05-13,3,197.0,294.0,True,,,,,,
